,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
147,"Quédate Aquí","Mike Bahía",6949,https://open.spotify.com/track/40BHOcBhBU6InTXea4VRAK
148,"Unica - Remix",Ozuna,6881,https://open.spotify.com/track/5Sv1rKKMX1yl9kfJ2HTluk
149,"No Brainer","DJ Khaled",6849,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
150,"Bajo El Agua","Manuel Medrano",6783,https://open.spotify.com/track/5QSYWruQQ7kBCHScI4xJ9g
151,"Ahora Dice","Chris Jeday",6754,https://open.spotify.com/track/5LVoGJTyG6fLJgoGkY2QAZ
152,"Thunderclouds with Sia, Diplo & Labrinth",Sia,6649,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
153,"Pasado y Presente",Ozuna,6648,https://open.spotify.com/track/6NPjHwhEG7eQUQBoPFBrnz
154,"Adiós Amor","Christian Nodal",6631,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
155,"Quiero Mas",Ozuna,6613,https://open.spotify.com/track/1aYcpI8hXtpAEdBq8fp1pH
156,SAD!,XXXTENTACION,6604,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
157,Besame,Valentino,6575,https://open.spotify.com/track/7Ckhk1XW5NV2k4jpqtQNlz
158,"Sigueme los Pasos",Ozuna,6535,https://open.spotify.com/track/3RTmnQQNya9v6ZKPoCIp2E
159,"The Scientist",Coldplay,6511,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
160,"El Farsante - Remix",Ozuna,6484,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
161,"no tears left to cry","Ariana Grande",6435,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
162,"Bella y Sensual","Romeo Santos",6418,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
163,Closer,"The Chainsmokers",6379,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
164,"Suena El Dembow","Joey Montana",6372,https://open.spotify.com/track/0woHVOh3KXLSDv8VU9XwZ4
165,"Bandido Enamorado","Lil Silvio & El Vega",6367,https://open.spotify.com/track/0ll4yC2tbfTGNW2yQaWrkY
166,FRIENDS,Marshmello,6360,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
167,Flames,"David Guetta",6353,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh
168,"Una y Otra Vez","Manuel Medrano",6337,https://open.spotify.com/track/0bK3jxkbq5cDKWr68KtO8G
169,"Duro y Suave","Leslie Grace",6322,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
170,Bonita,"J Balvin",6236,https://open.spotify.com/track/0atfY1ew83Ql9nNnJiD2t5
