,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
137,"All I Am","Jess Glynne",31112,https://open.spotify.com/track/6X6SdJzxyw7GzxwP2fr9WV
138,Kriebels,Broederliefde,30967,https://open.spotify.com/track/6qPHdoNjqsWflm2TFC3OED
139,Nonstop,Drake,30740,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
140,"Draai Het Om",Boef,30395,https://open.spotify.com/track/13mBTIxi1V5IoWuApMFRU1
141,"Icin' It Out","Sevn Alias",30359,https://open.spotify.com/track/2KjL2FPY7KKsre711mtjhb
142,Bandolero,"Mula B",30223,https://open.spotify.com/track/2KzcWcWxIcI8j75Mn2IXkX
143,"Know You Better",Fais,30168,https://open.spotify.com/track/3VYus1M8722JsGumhvVUUE
144,"The Middle",Zedd,30016,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
145,Africa,Toto,30004,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
146,"Kom Bij Mij",Hansie,29988,https://open.spotify.com/track/1YOzmgmkf24jBZLVOwdMMR
147,Traag,Bizzey,29951,https://open.spotify.com/track/26rVJH5zUQ7Yihz6c850Sn
148,Leef,"André Hazes Jr.",29772,https://open.spotify.com/track/4lBkLeU6LNgWzfbWPGm1c9
149,Believer,"Imagine Dragons",29721,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
150,"In Je Stad (feat. F1rstman)",Zefanio,29629,https://open.spotify.com/track/1iYBnABW7QOh5JQCRpc03j
151,"New Rules","Dua Lipa",29488,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
152,"Don’t Matter To Me (with Michael Jackson)",Drake,29423,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
153,Spijt,Maan,29211,https://open.spotify.com/track/1Hh8NGpjEtsvSsItUMG2JB
154,"You Let Me Walk Alone","Michael Schulte",29151,https://open.spotify.com/track/07qlsG6DYRLBbovwca9Vbr
155,Krantenwijk,"Lil' Kleine",28853,https://open.spotify.com/track/1X8py2jInjgIQ9Y9roDQZC
156,Sterrenstof,"De Jeugd Van Tegenwoordig",28843,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF
157,"I Could Be Wrong","Lucas & Steve",28779,https://open.spotify.com/track/7BF5rE2EVDmWNXc0uoP8Bz
158,Nevermind,"Dennis Lloyd",28684,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
159,"Bella Ciao - Remix","Young Ellens",28672,https://open.spotify.com/track/43qXDpfNpWel9AtE8PwwO0
160,"Midnight Boom","Ir Sais",28604,https://open.spotify.com/track/41dxhDrOnQdieYdUW9PC4J
161,Gedrag,SBMG,28566,https://open.spotify.com/track/1NSDVfGBHK7wk9aXpnCaqB
162,"Verleden Tijd - Instrumental",Frenna,28435,https://open.spotify.com/track/3tg0lgN3MB2xXUQeLAcrHe
163,"Money Long",Spanker,28173,https://open.spotify.com/track/0HupLl9x9lSTsv9nVBoOnt
164,IDGAF,"Dua Lipa",28111,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
165,Mindf*ck,Broederliefde,28094,https://open.spotify.com/track/53BIJlxZPlWRPoXVRdpxZ6
166,"Rollercoaster Tycoon",Ares,28033,https://open.spotify.com/track/0d7garxPxP6BAKeJpJKPq5
167,"Volg Mij","Sevn Alias",28021,https://open.spotify.com/track/2CZSfmIHHtJqNKEBZcJRda
168,"Self Care","Mac Miller",27788,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx
169,"Niet Meer Terug",Broederliefde,27785,https://open.spotify.com/track/1h8iw2Q5cvtDa2oGxnRB4k
170,Attractie,Jairzinho,27728,https://open.spotify.com/track/0Z9pQtRABvj0BagLGMzn13
171,STARGAZING,"Travis Scott",27534,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
172,Officieel,Broederliefde,27210,https://open.spotify.com/track/3e0gMtgOOLGPFLzPWR7xzb
173,JA!,Bizzey,27162,https://open.spotify.com/track/1YQ3SYZoB4X6EfWhpkirVc
174,"Stepping Stone",Eminem,27149,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
175,"Survive (feat. Emeli Sandé, Gucci Mane)","Don Diablo",27062,https://open.spotify.com/track/0ZK4SbP0mgjTlvLiSBbhsd
176,"Goodbye (feat. Cho)",Zefanio,27010,https://open.spotify.com/track/6G2OYDVz95ApFXUvJxo57C
177,"Lekker He",Poke,26908,https://open.spotify.com/track/5x6UGX0Rial4wHGq66yw1M
178,"Hoofd Heet",JoeyAK,26873,https://open.spotify.com/track/0kTrhRSJcskjcDDvrYBuxz
179,Crazy,"Gnarls Barkley",26873,https://open.spotify.com/track/1vxw6aYJls2oq3gW0DujAo
180,"Like I Do","David Guetta",26812,https://open.spotify.com/track/4aBYzs8RxZMuqyOanNlf8I
181,"Nog Steeds",LouiVos,26665,https://open.spotify.com/track/4pRdaFablbE2sadvp6w8dB
182,Halo,Beyoncé,26665,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
183,Loterij,"Lil' Kleine",26543,https://open.spotify.com/track/0JdKB06zZsPXmfvQVeJS35
184,"In My Blood","Shawn Mendes",26398,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH
185,X,"Nicky Jam",26021,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
186,"Whatever It Takes","Imagine Dragons",25924,https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb
187,Normal,Eminem,25868,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1
188,"I'm a Mess","Bebe Rexha",25844,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
189,"Love Someone","Lukas Graham",25796,https://open.spotify.com/track/6r3baE6njwU4aoJq6zPukG
190,Oceaan,Racoon,25620,https://open.spotify.com/track/4AUASx1KCTQFmpHu7qq6Kr
191,"Niet Down","Sevn Alias",25501,https://open.spotify.com/track/3CtSIUUF5SuMGimoNfGw4k
192,REMEDY,Alesso,25442,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
193,FRIENDS,Marshmello,25314,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
194,Patsergedrag,"Sevn Alias",25224,https://open.spotify.com/track/4tNpAeDH7S7cJGEo28Ogi4
195,"RAP DEVIL","Machine Gun Kelly",25125,https://open.spotify.com/track/63TyoT9Ee03rQxv8xmdJ2l
196,"Love Lies (with Normani)",Khalid,24964,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
197,"Nice For What",Drake,24868,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
198,Wagwan,SBMG,24700,https://open.spotify.com/track/5q0yLR3cBWjZ12pdnTNxYp
199,"Begrijp Je","Sevn Alias",24689,https://open.spotify.com/track/5SbGQtJI3WRU3kgdC5gGgc
200,"Reverse (feat. Chivv & Shanee)",Architrackz,24616,https://open.spotify.com/track/1nwopZ6GjSCFB7wjgfuQ4t
