,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
126,"Se Vuelve Loca",CNCO,10180,https://open.spotify.com/track/2PYmyMAMlhX1eVevLo5A6n
127,"Quien Sabe","Natti Natasha",10178,https://open.spotify.com/track/5ZkPBld8QqfUkS6aJG40yj
128,"Promises (with Sam Smith)","Calvin Harris",10175,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
129,"La Incondicional","Luis Miguel",10043,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
130,"A Ella","Karol G",10004,https://open.spotify.com/track/1pkMzGqBBS10nDiiYrNGGJ
131,Bipolar,"Chris Jeday",9817,https://open.spotify.com/track/4WzsycqZkpkS48H9AAAGux
132,"Mi Mala - Remix","Mau y Ricky",9815,https://open.spotify.com/track/6kOHug1s9Nd5gsHrX8irs2
133,"Díganle - Tainy Remix","Leslie Grace",9802,https://open.spotify.com/track/1l89iNLbzfFN9TsWJORolB
134,"La Mejor de Todas","Josimar y Su Yambú",9777,https://open.spotify.com/track/6yGFYLUZeYUagURQOfY8Qc
135,"Bella y Sensual","Romeo Santos",9774,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
136,"En algún lugar","Duncan Dhu",9742,https://open.spotify.com/track/3UIENhLRdFIOuRan92cAQu
137,"Historia entre tus dedos","Los 4",9733,https://open.spotify.com/track/1azNmWAecfKNw0efhKkzNM
138,"Quiero Repetir",Ozuna,9728,https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri
139,"Cuando Pase el Temblor","Soda Stereo",9596,https://open.spotify.com/track/2ExpCKBxiHbgzepERl1t4D
140,"Unica - Remix",Ozuna,9558,https://open.spotify.com/track/5Sv1rKKMX1yl9kfJ2HTluk
141,"La Correcta",Nabález,9545,https://open.spotify.com/track/1ISamB2lPDAeKb4Js2hLgq
142,Supuestamente,Ozuna,9507,https://open.spotify.com/track/1ZBU5DSoYQwaZVgep6pfn2
143,"Un Vino, Una Cerveza","Pedro Suárez-Vértiz",9451,https://open.spotify.com/track/5Q2J37xbIR60z6ifswoGKe
144,"Solo (feat. Demi Lovato)","Clean Bandit",9447,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
145,"God is a woman","Ariana Grande",9328,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
146,Usted,"Juan Magán",9319,https://open.spotify.com/track/79HTe42PihWUUq4BDjcuCq
147,"Tu De Que Vas","Los 4",9303,https://open.spotify.com/track/0erGyP3ccj9BUn64fLuSP4
148,"Me Llamas (feat. Maluma) - Remix","Piso 21",9290,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
